V1	V2	V3	V4	V5	V6
51704	4	GPRC5B	16p12	G protein-coupled receptor, family C, group 5, member B	 203631_s_at,203632_s_at,225511_at,228313_at
51816	1	CECR1	22q11.2	cat eye syndrome chromosome region, candidate 1	219505_at
54014	7	BRWD1	21q22.2	bromodomain and WD repeat domain containing 1	 1553227_s_at,214820_at,219280_at,225446_at,231860_at,231960_at,244622_at
54069	3	C21orf45	21q22.11	chromosome 21 open reading frame 45	 219004_s_at,228597_at,229671_s_at
54478	1	FAM64A	17p13.2	family with sequence similarity 64, member A	221591_s_at
54517	1	PUS7	7q22.2	pseudouridylate synthase 7 homolog (S. cerevisiae)	218984_at
54596	2	L1TD1	1p31.3	LINE-1 type transposase domain containing 1	 219955_at,236894_at
54821	1	ERCC6L	Xq13.1	excision repair cross-complementing rodent repair deficiency, complementation group 6-like	219650_at
54845	2	ESRP1	8q22.1	epithelial splicing regulatory protein 1	 219121_s_at,225846_at
54892	1	NCAPG2	7q36.3	non-SMC condensin II complex, subunit G2	219588_s_at
54989	3	ZNF770	15q14	zinc finger protein 770	 220608_s_at,225517_at,238687_x_at
55003	1	PAK1IP1	6p24.2	PAK1 interacting protein 1	218886_at
55010	3	C12orf48	12q23.2	chromosome 12 open reading frame 48	 220060_s_at,224147_at,227928_at
55120	1	FANCL	2p16.1	Fanconi anemia, complementation group L	218397_at
55211	3	DPPA4	3q13.13	developmental pluripotency associated 4	 219651_at,232985_s_at,241199_x_at
55237	1	C14orf115	14q24.3	chromosome 14 open reading frame 115	220536_at
55270	1	NUDT15	13q14.2	nudix (nucleoside diphosphate linked moiety X)-type motif 15	219347_at
55299	1	BXDC2	5p13.2	brix domain containing 2	219177_at
55320	4	C14orf106	14q21.3	chromosome 14 open reading frame 106	 206500_s_at,226630_at,241816_at,244173_at
55366	3	LGR4	11p14-p13	leucine-rich repeat-containing G protein-coupled receptor 4	 218326_s_at,222596_s_at,230674_at
55388	3	MCM10	10p13	minichromosome maintenance complex component 10	 220651_s_at,222962_s_at,223570_at
55660	6	PRPF40A	2q23.3	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)	 213729_at,214941_s_at,218053_at,226687_at,233080_s_at,236477_at
55706	2	TMEM48	1p32.3	transmembrane protein 48	 218073_s_at,234672_s_at
55726	1	C12orf11	12p11.23	chromosome 12 open reading frame 11	221652_s_at
55749	3	CCAR1	10q21.3	cell division cycle and apoptosis regulator 1	 224736_at,224737_x_at,239014_at
55759	1	WDR12	2q33.1	WD repeat domain 12	218512_at
55920	1	RCC2	1p36.13	regulator of chromosome condensation 2	224578_at
55975	3	KLHL7	7p15.3	kelch-like 7 (Drosophila)	 220238_s_at,220239_at,223250_at
56548	1	CHST7	Xp11.23	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7	206756_at
56915	1	EXOSC5	19q13.1	exosome component 5	218481_at
57122	1	NUP107	12q15	nucleoporin 107kDa	218768_at
57181	1	SLC39A10	2q32.3	solute carrier family 39 (zinc transporter), member 10	225295_at
57405	1	SPC25	2q24.3	SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)	209891_at
57486	5	NLN	5q12.3	neurolysin (metallopeptidase M3 family)	 224063_at,225942_at,225943_at,225944_at,234762_x_at
57502	2	NLGN4X	Xp22.32-p22.31	neuroligin 4, X-linked	 1554689_a_at,221933_at
57556	5	SEMA6A	5q23.1	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	 1558338_at,215028_at,220454_s_at,223449_at,225660_at
57633	1	LRRN1	3p26.2	leucine rich repeat neuronal 1	226884_at
57685	2	CACHD1	1p31.3	cache domain containing 1	 225627_s_at,234888_at
58516	2	FAM60A	12p11	family with sequence similarity 60, member A	 220147_s_at,223038_s_at
64318	1	NOC3L	10q23.33	nucleolar complex associated 3 homolog (S. cerevisiae)	218889_at
64782	1	AEN	15q26.1	apoptosis enhancing nuclease	219361_s_at
64849	4	SLC13A3	20q12-q13.1	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	 205243_at,205244_s_at,230686_s_at,230687_at
65981	2	CAPRIN2	12p11	caprin family member 2	 1555608_at,218456_at
79007	1	DBNDD1	16q24.3	dysbindin (dystrobrevin binding protein 1) domain containing 1	222234_s_at
79012	1	CAMKV	3p21.31	CaM kinase-like vesicle-associated	219365_s_at
79023	1	NUP37	12q23.2	nucleoporin 37kDa	218622_at
79071	3	ELOVL6	4q25	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	 204256_at,210868_s_at,227491_at
79075	2	DSCC1	8q24.12	defective in sister chromatid cohesion 1 homolog (S. cerevisiae)	 216646_at,219000_s_at
79158	3	GNPTAB	12q23.2	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits	 212959_s_at,220398_at,240106_at
79647	3	AKIRIN1	1p34.3	akirin 1	 217893_s_at,222458_s_at,222459_at
79664	4	NARG2	15q22.2	NMDA receptor regulated 2	 218713_at,228960_at,235189_at,242639_at
80155	6	NARG1	4q31.1	NMDA receptor regulated 1	 1556381_at,1556382_a_at,219158_s_at,222836_at,222837_s_at,226998_at
80179	3	MYO19	17q12	myosin XIX	 219320_at,225947_at,236022_at
80775	2	TMEM177	2q14.2	transmembrane protein 177	 218897_at,237506_at
81539	4	SLC38A1	12q13.11	solute carrier family 38, member 1	 218237_s_at,224579_at,224580_at,242367_at
81542	2	TMX1	14q22.1	thioredoxin-related transmembrane protein 1	 208097_s_at,209476_at
81554	4	WBSCR16	7q11.23	Williams-Beuren syndrome chromosome region 16	 1554409_at,1554410_a_at,221247_s_at,238132_at
81848	2	SPRY4	5q31.3	sprouty homolog 4 (Drosophila)	 220983_s_at,221489_s_at
84101	1	USP44	12q22	ubiquitin specific peptidase 44	224048_at
84296	4	GINS4	8p11.21	GINS complex subunit 4 (Sld5 homolog)	 1554356_at,211767_at,235029_at,240778_at
84343	3	HPS3	3q24	Hermansky-Pudlak syndrome 3	 227139_s_at,231121_at,238539_at
84549	1	MAK16	8p12	MAK16 homolog (S. cerevisiae)	211686_s_at
84889	1	SLC7A3	Xq13.1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	230597_at
90806	3	ANGEL2	1q32.3	angel homolog 2 (Drosophila)	 217630_at,221825_at,221826_at
90990	2	KIFC2	8q24.3	kinesin family member C2	 226791_at,226792_s_at
91431	3	LOC91431	4q25	-	 1565934_at,1565935_at,228859_at
92667	1	C20orf72	20p11.23	chromosome 20 open reading frame 72	225890_at
93099	1	DMKN	19q13.12	dermokine	226926_at
112399	2	EGLN3	14q13.1	egl nine homolog 3 (C. elegans)	 219232_s_at,222847_s_at
113130	1	CDCA5	11q12.1	cell division cycle associated 5	224753_at
114569	1	MAL2	8q23	mal, T-cell differentiation protein 2	224650_at
115572	1	FAM46B	1p36.11	family with sequence similarity 46, member B	229518_at
117156	1	SCGB3A2	5q32	secretoglobin, family 3A, member 2	228782_at
120071	1	GYLTL1B	11p11.2	glycosyltransferase-like 1B	227829_at
157627	2	LOC157627	8p23.1	-	 1556046_a_at,214839_at
157695	3	C8orf42	8p23.3	chromosome 8 open reading frame 42	 226778_at,230903_s_at,242387_at
220042	1	C11orf82	11q14.1	chromosome 11 open reading frame 82	228281_at
221079	1	ARL5B	10p12.33	ADP-ribosylation factor-like 5B	242727_at
347733	2	TUBB2B	6p25	tubulin, beta 2B	 209372_x_at,214023_x_at
548596	1	CKMT1A	15q15	creatine kinase, mitochondrial 1A	202712_s_at
1841	5	DTYMK	2q37.3	deoxythymidylate kinase (thymidylate kinase)	 1553983_at,1553984_s_at,1565693_at,1565694_at,203270_at
2846	1	LPAR4	Xq13-q21.1	lysophosphatidic acid receptor 4	206960_at
4999	1	ORC2L	2q33	origin recognition complex, subunit 2-like (yeast)	204853_at
5822	3	PWP2	21q22.3	PWP2 periodic tryptophan protein homolog (yeast)	 1565603_at,1565604_at,209336_at
5936	3	RBM4	11q13	RNA binding motif protein 4	 200997_at,213718_at,236157_at
8884	1	SLC5A6	2p23	solute carrier family 5 (sodium-dependent vitamin transporter), member 6	204087_s_at
9136	1	RRP9	3p21.1	ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)	204133_at
10052	4	GJC1	17q21.31	gap junction protein, gamma 1, 45kDa	 208460_at,228563_at,228776_at,243502_at
23302	2	WSCD1	17p13.2	WSC domain containing 1	 213155_at,213157_s_at
51125	2	GOLGA7	8p11.21	golgi autoantigen, golgin subfamily a, 7	 1554167_a_at,217819_at
55787	3	CXorf15	Xp22.2	chromosome X open reading frame 15	 1557954_at,219969_at,227520_at
33	2	ACADL	2q34-q35	acyl-Coenzyme A dehydrogenase, long chain	 206068_s_at,206069_s_at
157	3	ADRBK2	22q11|22q12.1	adrenergic, beta, receptor kinase 2	 204183_s_at,204184_s_at,228771_at
176	4	ACAN	15q26.1	aggrecan	 1554950_at,205679_x_at,207692_s_at,217161_x_at
576	1	BAI2	1p35	brain-specific angiogenesis inhibitor 2	204966_at
660	1	BMX	Xp22.2	BMX non-receptor tyrosine kinase	206464_at
773	5	CACNA1A	19p13.2-p13.1	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	 1558944_at,1558945_s_at,206399_x_at,210770_s_at,214933_at
785	1	CACNB4	2q22-q23	calcium channel, voltage-dependent, beta 4 subunit	207693_at
952	1	CD38	4p15	CD38 molecule	205692_s_at
1004	5	CDH6	5p15.1-p14	cadherin 6, type 2, K-cadherin (fetal kidney)	 205532_s_at,205533_s_at,210601_at,210602_s_at,232631_at
1396	1	CRIP1	14q32.33	cysteine-rich protein 1 (intestinal)	205081_at
1435	4	CSF1	1p21-p13	colony stimulating factor 1 (macrophage)	 207082_at,209716_at,210557_x_at,211839_s_at
1573	1	CYP2J2	1p31.3-p31.2	cytochrome P450, family 2, subfamily J, polypeptide 2	205073_at
1848	3	DUSP6	12q22-q23	dual specificity phosphatase 6	 208891_at,208892_s_at,208893_s_at
1959	1	EGR2	10q21.1	early growth response 2 (Krox-20 homolog, Drosophila)	205249_at
1995	3	ELAVL3	19p13.2	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)	 1555602_a_at,206338_at,227612_at
2200	3	FBN1	15q21.1	fibrillin 1	 202765_s_at,202766_s_at,235318_at
2301	1	FOXE3	1p32	forkhead box E3	220621_at
2719	2	GPC3	Xq26.1	glypican 3	 209220_at,243243_at
2906	2	GRIN2D	19q13.1-qter	glutamate receptor, ionotropic, N-methyl D-aspartate 2D	 207036_x_at,229883_at
3362	2	HTR6	1p36-p35	5-hydroxytryptamine (serotonin) receptor 6	 1552857_a_at,206944_at
3386	1	ICAM4	19p13.2-cen	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)	207194_s_at
3549	2	IHH	2q33-q35	Indian hedgehog homolog (Drosophila)	 215420_at,229358_at
3614	1	IMPDH1	7q31.3-q32	IMP (inosine monophosphate) dehydrogenase 1	204169_at
3760	2	KCNJ3	2q24.1	potassium inwardly-rectifying channel, subfamily J, member 3	 207141_s_at,207142_at
4070	4	TACSTD2	1p32-p31	tumor-associated calcium signal transducer 2	 202285_s_at,202286_s_at,202287_s_at,227128_s_at
4135	4	MAP6	11q13.5	microtubule-associated protein 6	 228448_at,228943_at,235672_at,241980_at
4197	1	MDS1	3q26	myelodysplasia syndrome 1	208434_at
4681	2	NBL1	1p36.13	neuroblastoma, suppression of tumorigenicity 1	 201621_at,37005_at
4744	2	NEFH	22q12.2	neurofilament, heavy polypeptide	 204412_s_at,33767_at
4774	4	NFIA	1p31.3-p31.2	nuclear factor I/A	 1557639_at,224970_at,224975_at,224976_at
4782	3	NFIC	19p13.3	nuclear factor I/C (CCAAT-binding transcription factor)	 206929_s_at,213298_at,226895_at
4803	1	NGF	1p13.1	nerve growth factor (beta polypeptide)	206814_at
4804	1	NGFR	17q21-q22	nerve growth factor receptor (TNFR superfamily, member 16)	205858_at
4862	5	NPAS2	2q11.2	neuronal PAS domain protein 2	 205459_s_at,205460_at,213462_at,39548_at,39549_at
4889	1	NPY5R	4q31-q32	neuropeptide Y receptor Y5	207400_at
5017	2	OVOL1	11q13	ovo-like 1(Drosophila)	 206604_at,229396_at
5443	1	POMC	2p23.3	proopiomelanocortin	205720_at
5931	1	RBBP7	Xp22.2	retinoblastoma binding protein 7	201092_at
6258	1	RXRG	1q22-q23	retinoid X receptor, gamma	205954_at
6398	1	SECTM1	17q25	secreted and transmembrane 1	213716_s_at
6530	7	SLC6A2	16q12.2	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2	 210353_s_at,215715_at,216610_at,216611_s_at,217213_at,217214_s_at,239394_at
6538	2	SLC6A11	3p25.3	solute carrier family 6 (neurotransmitter transporter, GABA), member 11	 1554724_at,207048_at
6710	2	SPTB	14q23-q24.2	spectrin, beta, erythrocytic	 208416_s_at,214145_s_at
6869	4	TACR1	2p13.1	tachykinin receptor 1	 208048_at,208049_s_at,210637_at,230908_at
7903	5	ST8SIA4	5q21	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	 1554460_at,206925_at,230261_at,230836_at,242943_at
8622	3	PDE8B	5q14.1	phosphodiesterase 8B	 1554789_a_at,213228_at,235115_at
8874	8	ARHGEF7	13q34	Rho guanine nucleotide exchange factor (GEF) 7	 1562270_at,1562271_x_at,202547_s_at,202548_s_at,229642_at,235412_at,236416_at,242999_at
8900	1	CCNA1	13q12.3-q13	cyclin A1	205899_at
9338	1	TCEAL1	Xq22.1	transcription elongation factor A (SII)-like 1	204045_at
9363	1	RAB33A	Xq25	RAB33A, member RAS oncogene family	206039_at
9568	4	GABBR2	9q22.1-q22.3	gamma-aminobutyric acid (GABA) B receptor, 2	 209990_s_at,209991_x_at,211679_x_at,217077_s_at
9951	1	HS3ST4	16p11.2	heparan sulfate (glucosamine) 3-O-sulfotransferase 4	228206_at
9956	1	HS3ST2	16p12	heparan sulfate (glucosamine) 3-O-sulfotransferase 2	219697_at
10021	2	HCN4	15q24-q25	hyperpolarization activated cyclic nucleotide-gated potassium channel 4	 206946_at,230208_at
10397	1	NDRG1	8q24.3	N-myc downstream regulated 1	200632_s_at
10417	1	SPON2	4p16.3	spondin 2, extracellular matrix protein	218638_s_at
10505	4	SEMA4F	2p13.1	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F	 208124_s_at,210124_x_at,211157_at,228660_x_at
10966	2	RAB40B	17q25.3	RAB40B, member RAS oncogene family	 204547_at,217597_x_at
11069	1	RAPGEF4	2q31-q32	Rap guanine nucleotide exchange factor (GEF) 4	205651_x_at
22844	1	FRMPD1	9p13.2	FERM and PDZ domain containing 1	206774_at
23187	3	PHLDB1	11q23.3	pleckstrin homology-like domain, family B, member 1	 212134_at,216019_x_at,216102_at
23368	1	PPP1R13B	14q32.33	protein phosphatase 1, regulatory (inhibitor) subunit 13B	216347_s_at
23542	2	MAPK8IP2	22q13.33	mitogen-activated protein kinase 8 interacting protein 2	 205050_s_at,208603_s_at
25960	2	GPR124	8p12	G protein-coupled receptor 124	 221814_at,65718_at
30061	2	SLC40A1	2q32	solute carrier family 40 (iron-regulated transporter), member 1	 223044_at,233123_at
51176	3	LEF1	4q23-q25	lymphoid enhancer-binding factor 1	 210948_s_at,221557_s_at,221558_s_at
51199	6	NIN	14q22.1	ninein (GSK3B interacting protein)	 219285_s_at,223981_at,224303_x_at,224304_x_at,225921_at,234299_s_at
51209	1	RAB9B	Xq22.1-q22.3	RAB9B, member RAS oncogene family	222918_at
54716	2	SLC6A20	3p21.3	solute carrier family 6 (proline IMINO transporter), member 20	 219614_s_at,234291_s_at
55532	1	SLC30A10	1q41	solute carrier family 30, member 10	220435_at
56896	2	DPYSL5	2p23.3	dihydropyrimidinase-like 5	 222797_at,224100_s_at
59344	2	ALOXE3	17p13.1	arachidonate lipoxygenase 3	 207708_at,222383_s_at
64131	2	XYLT1	16p12.3	xylosyltransferase I	 213725_x_at,232574_at
64137	1	ABCG4	11q23.3	ATP-binding cassette, sub-family G (WHITE), member 4	207593_at
79192	1	IRX1	5p15.3	iroquois homeobox 1	230472_at
79762	2	C1orf115	1q41	chromosome 1 open reading frame 115	 218546_at,230159_at
80157	2	FLJ21511	4p12-p11	-	 220723_s_at,220724_at
80333	3	KCNIP4	4p15.31	Kv channel interacting protein 4	 224530_s_at,236783_at,240591_at
81615	2	TMEM163	2q21.3	transmembrane protein 163	 1552626_a_at,223503_at
81693	2	AMN	14q32.3	amnionless homolog (mouse)	 220989_s_at,223587_s_at
84457	1	PHYHIPL	10q11	phytanoyl-CoA 2-hydroxylase interacting protein-like	226623_at
92241	1	RCSD1	1q22-q24	RCSD domain containing 1	225763_at
92737	1	DNER	2q36.3	delta/notch-like EGF repeat containing	226281_at
113452	1	TMEM54	1p35-p34	transmembrane protein 54	225536_at
116039	1	OSR2	8q22.2	odd-skipped related 2 (Drosophila)	213568_at
116362	1	RBP7	1p36.22	retinol binding protein 7, cellular	238066_at
116496	2	FAM129A	1q25	family with sequence similarity 129, member A	 217966_s_at,217967_s_at
124056	1	NOXO1	16p13.3	NADPH oxidase organizer 1	235329_at
133584	1	EGFLAM	5p13.2-p13.1	EGF-like, fibronectin type III and laminin G domains	226911_at
148281	1	SYT6	1p13.2	synaptotagmin VI	244227_at
148808	4	MFSD4	1q32.1	major facilitator superfamily domain containing 4	 229254_at,238862_at,239304_at,242372_s_at
166979	5	CDC20B	5q11.2	cell division cycle 20 homolog B (S. cerevisiae)	 1553655_at,1555346_at,1564674_a_at,240161_s_at,241120_s_at
203190	1	LGI3	8p21.3	leucine-rich repeat LGI family, member 3	238061_at
219287	3	FAM123A	13q12.13	family with sequence similarity 123A	 1553720_a_at,230496_at,235465_at
219699	5	UNC5B	10q22.1	unc-5 homolog B (C. elegans)	 213100_at,224372_at,224373_s_at,226899_at,41856_at
253738	3	EBF3	10q26.3	early B-cell factor 3	 1559796_at,227242_s_at,227243_s_at
284656	3	EPHA10	1p34.3	EPH receptor A10	 1553371_at,236073_at,243717_at
317649	4	EIF4E3	3p14	eukaryotic translation initiation factor 4E family member 3	 225939_at,225940_at,225941_at,238461_at
339390	1	CLEC4G	19p13.2	C-type lectin domain family 4, member G	1559065_a_at
348378	2	FAM159A	1p32.3	family with sequence similarity 159, member A	 1555379_at,237033_at
388685	3	FLJ39739	1q21.1	-	 1556456_at,1556457_s_at,1568609_s_at
390790	1	ARL5C	17q12	ADP-ribosylation factor-like 5C	1560136_at
41	2	ACCN2	12q12	amiloride-sensitive cation channel 2, neuronal	 205156_s_at,37953_s_at
273	1	AMPH	7p14-p13	amphiphysin	205257_s_at
320	2	APBA1	9q13-q21.1	amyloid beta (A4) precursor protein-binding, family A, member 1	 206679_at,228101_at
478	1	ATP1A3	19q13.31	ATPase, Na+/K+ transporting, alpha 3 polypeptide	214432_at
553	1	AVPR1B	1q32	arginine vasopressin receptor 1B	208260_at
645	1	BLVRB	19q13.1-q13.2	biliverdin reductase B (flavin reductase (NADPH))	202201_at
766	1	CA7	16q22.1	carbonic anhydrase VII	207504_at
784	2	CACNB3	12q13	calcium channel, voltage-dependent, beta 3 subunit	 209530_at,34726_at
954	2	ENTPD2	9q34	ectonucleoside triphosphate diphosphohydrolase 2	 207372_s_at,230430_at
956	2	ENTPD3	3p21.3	ectonucleoside triphosphate diphosphohydrolase 3	 1555118_at,206191_at
961	7	CD47	3q13.1-q13.2	CD47 molecule	 211075_s_at,213055_at,213856_at,213857_s_at,226016_at,227259_at,242974_at
987	2	LRBA	4q31.3	LPS-responsive vesicle trafficking, beach and anchor containing	 212692_s_at,214109_at
1002	4	CDH4	20q13.3	cadherin 4, type 1, R-cadherin (retinal)	 1563587_at,206866_at,220227_at,239485_at
1044	1	CDX1	5q31-q33	caudal type homeobox 1	206430_at
1101	1	CHAD	17q21.33	chondroadherin	206869_at
1295	2	COL8A1	3q12.3	collagen, type VIII, alpha 1	 214587_at,221152_at
1368	6	CPM	12q14.3	carboxypeptidase M	 206100_at,217557_s_at,235019_at,235706_at,241765_at,243403_x_at
1380	2	CR2	1q32	complement component (3d/Epstein Barr virus) receptor 2	 205544_s_at,244097_at
1392	2	CRH	8q13	corticotropin releasing hormone	 205629_s_at,205630_at
1548	4	CYP2A6	19q13.2	cytochrome P450, family 2, subfamily A, polypeptide 6	 1494_f_at,207244_x_at,211295_x_at,214320_x_at
1549	1	CYP2A7	19q13.2	cytochrome P450, family 2, subfamily A, polypeptide 7	207718_x_at
1553	1	CYP2A13	19q13.2	cytochrome P450, family 2, subfamily A, polypeptide 13	208327_at
1780	2	DYNC1I1	7q21.3-q22.1	dynein, cytoplasmic 1, intermediate chain 1	 1569843_at,205348_s_at
1838	3	DTNB	2p24	dystrobrevin, beta	 214253_s_at,215295_at,215565_at
1850	2	DUSP8	11p15.5	dual specificity phosphatase 8	 206374_at,238594_x_at
2099	9	ESR1	6q25.1	estrogen receptor 1	 205225_at,211233_x_at,211234_x_at,211235_s_at,211627_x_at,215551_at,215552_s_at,217163_at,217190_x_at
2253	1	FGF8	10q24	fibroblast growth factor 8 (androgen-induced)	208449_s_at
2256	2	FGF11	17p13.1	fibroblast growth factor 11	 227271_at,231803_at
2517	2	FUCA1	1p34	fucosidase, alpha-L- 1, tissue	 202838_at,229137_at
2520	1	GAST	17q21	gastrin	208138_at
2567	2	GABRG3	15q12	gamma-aminobutyric acid (GABA) A receptor, gamma 3	 1555517_at,216895_at
2775	4	GNAO1	16q13	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O	 204762_s_at,204763_s_at,215912_at,231951_at
2849	1	GPR26	10q26.13	G protein-coupled receptor 26	244617_at
2902	5	GRIN1	9q34.3	glutamate receptor, ionotropic, N-methyl D-aspartate 1	 205914_s_at,205915_x_at,210781_x_at,210782_x_at,211125_x_at
2916	1	GRM6	5q35	glutamate receptor, metabotropic 6	208035_at
2934	4	GSN	9q33	gelsolin (amyloidosis, Finnish type)	 200696_s_at,214040_s_at,227957_at,227958_s_at
3134	3	HLA-F	6p21.3	major histocompatibility complex, class I, F	 204806_x_at,221875_x_at,221978_at
3484	2	IGFBP1	7p13-p12	insulin-like growth factor binding protein 1	 205302_at,237989_at
3587	1	IL10RA	11q23	interleukin 10 receptor, alpha	204912_at
3589	2	IL11	19q13.3-q13.4	interleukin 11	 206924_at,206926_s_at
3662	3	IRF4	6p25-p23	interferon regulatory factor 4	 204562_at,216986_s_at,216987_at
3754	1	KCNF1	2p25	potassium voltage-gated channel, subfamily F, member 1	210263_at
3761	2	KCNJ4	22q13.1	potassium inwardly-rectifying channel, subfamily J, member 4	 208359_s_at,211451_s_at
3765	1	KCNJ9	1q21-q23	potassium inwardly-rectifying channel, subfamily J, member 9	207527_at
